transaction_id,transaction_date,transaction_time,customer_id,product_id,product_category,quantity,price,total_amount,payment_method,store_location
683,2025-01-31,8:11:37,142,581,Electronics,2,450,900,Debit Card,Miami
684,2025-03-23,2:39:39,309,507,Grocery,2,1.5,3,UPI,Houston
685,2025-01-31,19:51:26,141,581,Grocery,3,1.5,4.5,UPI,New York
686,2025-05-19,1:35:56,406,589,Clothing,4,35,140,Cash,Dallas
687,2025-03-21,6:37:03,473,526,Electronics,2,450,900,UPI,Miami
688,2025-02-22,18:03:36,127,531,Electronics,1,799.99,799.99,Credit Card,Chicago
689,2025-07-26,14:02:15,319,538,Electronics,3,450,1350,UPI,Boston
690,2025-06-14,12:41:46,259,507,Clothing,1,55,55,Credit Card,Boston
691,2025-06-27,9:20:01,235,591,Clothing,3,80,240,Debit Card,Houston
692,2025-01-13,12:04:09,291,509,Electronics,2,450,900,UPI,Dallas
693,2025-08-04,14:08:15,289,505,Furniture,1,75,75,Credit Card,Chicago
694,2025-01-21,9:54:47,234,513,Clothing,1,80,80,Debit Card,Miami
695,2025-08-25,20:24:20,269,506,Clothing,5,80,400,UPI,New York
696,2025-08-17,23:12:29,490,513,Furniture,2,150,300,Debit Card,New York
697,2025-07-19,12:56:06,352,500,Clothing,1,35,35,Debit Card,Boston
698,2025-07-26,10:51:56,466,579,Clothing,2,80,160,Cash,New York
699,2025-03-15,5:43:13,161,501,Electronics,3,450,1350,Credit Card,New York
700,2025-04-12,10:12:01,462,549,Electronics,2,120,240,Cash,San Francisco
701,2025-05-28,22:58:34,199,595,Furniture,3,75,225,Credit Card,Chicago
702,2025-08-01,19:23:39,248,525,Furniture,3,500,1500,UPI,New York
703,2025-07-11,10:34:45,135,513,Furniture,3,75,225,Credit Card,San Francisco
704,2025-06-28,12:45:25,320,586,Electronics,1,120,120,Credit Card,New York
705,2025-09-05,8:49:24,102,554,Clothing,5,60,300,Cash,Los Angeles
706,2025-06-16,23:15:49,327,567,Clothing,1,55,55,Debit Card,Chicago
707,2025-03-14,1:51:09,448,510,Electronics,3,120,360,UPI,Boston
708,2025-01-24,5:32:30,378,504,Grocery,4,1.5,6,Debit Card,Los Angeles
709,2025-01-09,5:12:18,114,500,Clothing,5,60,300,Credit Card,Chicago
710,2025-08-12,10:19:33,412,536,Furniture,2,150,300,UPI,Houston
711,2025-02-12,4:36:04,207,592,Clothing,5,80,400,Cash,New York
712,2025-06-20,6:02:10,287,590,Furniture,5,150,750,Debit Card,Dallas
713,2025-04-17,12:49:17,322,593,Clothing,1,60,60,Cash,Chicago
714,2025-03-11,18:21:47,156,511,Clothing,2,80,160,Credit Card,Miami
715,2025-02-23,13:05:12,207,523,Electronics,3,450,1350,Cash,San Francisco
716,2025-05-25,13:14:51,484,597,Grocery,4,3.2,12.8,Cash,Chicago
717,2025-01-30,7:56:32,288,534,Electronics,5,799.99,3999.95,Credit Card,Dallas
718,2025-04-19,7:41:02,153,584,Furniture,4,220,880,Credit Card,Houston
719,2025-08-22,9:18:22,315,513,Furniture,3,75,225,Credit Card,Chicago
720,2025-02-28,22:22:48,370,542,Clothing,2,60,120,UPI,San Francisco
721,2025-08-17,13:40:03,337,529,Grocery,1,4,4,Credit Card,San Francisco
722,2025-09-02,15:20:48,318,587,Electronics,4,799.99,3199.96,Credit Card,San Francisco
723,2025-08-27,20:32:07,463,548,Electronics,5,300,1500,Cash,San Francisco
724,2025-07-17,17:42:36,480,565,Electronics,5,799.99,3999.95,Debit Card,Dallas
725,2025-08-24,12:34:54,132,502,Electronics,5,450,2250,Debit Card,Miami
726,2025-05-17,9:36:59,249,559,Electronics,4,120,480,Credit Card,Los Angeles
727,2025-05-25,8:41:34,112,558,Electronics,3,450,1350,Debit Card,Chicago
728,2025-06-12,15:12:58,225,561,Furniture,1,150,150,Debit Card,San Francisco
729,2025-01-07,20:02:10,119,558,Grocery,2,2.5,5,UPI,Boston
730,2025-04-25,9:48:46,176,535,Electronics,4,120,480,Debit Card,Houston
731,2025-02-09,21:12:07,136,568,Grocery,2,4,8,Cash,New York
732,2025-07-08,11:44:52,312,513,Clothing,3,55,165,UPI,San Francisco
733,2025-06-22,21:20:22,179,507,Electronics,3,799.99,2399.97,Debit Card,San Francisco
734,2025-04-20,16:08:38,396,535,Clothing,2,55,110,Cash,New York
735,2025-05-24,6:25:15,430,569,Electronics,3,300,900,UPI,Houston
736,2025-04-20,17:45:36,111,517,Grocery,3,3.2,9.6,Debit Card,New York
737,2025-03-05,14:19:27,424,534,Grocery,1,3.2,3.2,UPI,Los Angeles
738,2025-06-13,14:07:25,491,573,Electronics,3,120,360,UPI,Chicago
739,2025-03-04,22:28:41,327,558,Clothing,2,60,120,UPI,San Francisco
740,2025-01-22,9:57:06,324,532,Furniture,1,75,75,Cash,New York
741,2025-01-06,19:25:35,298,506,Electronics,1,120,120,Cash,Los Angeles
742,2025-02-12,10:17:12,317,530,Electronics,1,300,300,Cash,Boston
743,2025-03-29,3:54:55,159,506,Clothing,1,60,60,Debit Card,Dallas
744,2025-07-03,7:40:59,212,565,Furniture,1,500,500,Credit Card,Houston
745,2025-04-15,3:55:33,119,585,Clothing,1,80,80,Debit Card,Miami
746,2025-04-14,16:14:36,431,582,Grocery,3,1.5,4.5,UPI,Boston
747,2025-03-17,15:03:23,489,554,Electronics,1,799.99,799.99,UPI,Los Angeles
748,2025-05-29,7:17:49,263,544,Furniture,2,150,300,Credit Card,Miami
749,2025-08-05,14:29:36,423,571,Grocery,1,4,4,UPI,Houston
750,2025-06-09,8:50:13,239,568,Electronics,4,450,1800,Cash,Chicago
751,2025-04-14,14:54:45,452,511,Grocery,2,4,8,Debit Card,Miami
752,2025-03-10,14:25:24,235,539,Clothing,3,60,180,Cash,Houston
753,2025-07-08,22:23:49,473,594,Grocery,1,2.5,2.5,Cash,Los Angeles
754,2025-07-24,7:37:51,216,571,Furniture,2,500,1000,UPI,Boston
755,2025-05-14,8:16:03,469,561,Furniture,5,220,1100,Credit Card,New York
756,2025-06-22,16:51:49,195,549,Electronics,5,799.99,3999.95,Credit Card,Boston
757,2025-05-30,16:58:44,120,520,Grocery,2,2.5,5,Debit Card,San Francisco
758,2025-04-06,22:59:23,417,570,Grocery,3,1.5,4.5,Debit Card,Houston
759,2025-09-05,19:19:32,363,585,Clothing,1,55,55,Debit Card,Dallas
760,2025-05-22,6:49:19,460,568,Clothing,5,80,400,UPI,Miami
761,2025-09-03,16:05:55,191,598,Clothing,3,55,165,Credit Card,San Francisco
762,2025-02-17,13:32:43,402,586,Grocery,3,4,12,Credit Card,Houston
763,2025-01-23,0:01:32,265,573,Clothing,4,80,320,UPI,Los Angeles
764,2025-05-15,0:12:43,163,521,Grocery,1,2.5,2.5,Cash,Dallas
765,2025-09-06,11:59:20,173,562,Grocery,2,2.5,5,Cash,Miami
766,2025-08-26,6:00:30,104,543,Furniture,3,220,660,Credit Card,Los Angeles
767,2025-07-22,12:56:22,471,564,Electronics,2,120,240,Debit Card,Miami
768,2025-07-08,4:39:32,155,582,Electronics,4,450,1800,Debit Card,Miami
769,2025-04-27,13:07:20,370,515,Clothing,4,60,240,Cash,Dallas
770,2025-08-04,7:33:38,384,567,Clothing,3,55,165,Credit Card,Dallas
771,2025-08-02,1:11:19,479,578,Clothing,1,35,35,UPI,San Francisco
772,2025-07-27,6:44:27,434,587,Grocery,3,2.5,7.5,Debit Card,Dallas
773,2025-06-20,5:13:44,166,520,Clothing,4,60,240,UPI,Miami
774,2025-08-20,4:24:29,309,560,Electronics,2,450,900,Cash,New York
775,2025-06-01,17:26:43,151,568,Clothing,2,80,160,UPI,Dallas
776,2025-02-20,4:19:22,495,533,Clothing,2,55,110,Cash,Miami
777,2025-08-05,23:47:04,209,537,Electronics,1,450,450,Cash,Chicago
778,2025-05-30,7:32:17,152,535,Electronics,4,450,1800,Cash,Miami
779,2025-02-10,14:11:21,489,529,Clothing,3,60,180,UPI,Dallas
780,2025-07-06,12:57:13,398,540,Grocery,4,2.5,10,Credit Card,New York
781,2025-02-12,7:30:51,178,517,Electronics,2,300,600,Credit Card,Miami
782,2025-05-18,10:46:50,132,508,Grocery,2,1.5,3,Cash,Miami
783,2025-05-02,10:53:57,276,512,Furniture,5,220,1100,Cash,Houston
784,2025-05-05,23:30:58,208,516,Grocery,1,3.2,3.2,UPI,Boston
785,2025-04-23,11:54:43,141,599,Furniture,1,220,220,Cash,Miami
786,2025-02-04,10:30:17,288,562,Electronics,5,300,1500,Cash,Houston
787,2025-08-08,9:16:00,276,584,Grocery,1,2.5,2.5,Cash,Miami
788,2025-08-26,20:48:36,388,552,Clothing,2,35,70,Debit Card,Boston
789,2025-04-04,23:11:03,166,588,Grocery,3,2.5,7.5,Credit Card,San Francisco
790,2025-04-27,13:46:07,495,534,Electronics,4,300,1200,Cash,Chicago
791,2025-01-05,9:32:41,422,583,Electronics,4,120,480,UPI,New York
792,2025-02-26,3:51:21,317,509,Clothing,5,60,300,Cash,Houston
793,2025-07-07,2:32:04,147,567,Electronics,5,450,2250,Debit Card,Dallas
794,2025-04-29,19:40:32,234,578,Electronics,2,300,600,Debit Card,Los Angeles
795,2025-06-20,6:26:43,204,527,Clothing,2,80,160,Cash,Dallas
796,2025-04-20,4:07:44,243,596,Grocery,5,2.5,12.5,Cash,Houston
797,2025-04-14,7:23:26,132,555,Clothing,1,80,80,Debit Card,Los Angeles
798,2025-03-01,23:31:16,148,514,Electronics,3,799.99,2399.97,Credit Card,Los Angeles
799,2025-03-20,12:28:56,497,510,Grocery,5,4,20,Debit Card,New York
800,2025-02-04,6:22:08,189,512,Electronics,2,799.99,1599.98,UPI,New York
801,2025-05-06,20:26:26,436,511,Electronics,2,799.99,1599.98,Cash,New York
802,2025-06-29,3:43:59,139,549,Furniture,5,75,375,Cash,Boston
803,2025-01-12,0:01:06,161,522,Electronics,1,799.99,799.99,Cash,Dallas
804,2025-01-28,10:52:45,149,589,Electronics,5,799.99,3999.95,UPI,Boston
805,2025-01-12,22:07:48,352,552,Clothing,1,55,55,UPI,Miami
806,2025-06-27,10:45:31,178,549,Electronics,5,120,600,UPI,Los Angeles
807,2025-03-11,23:52:01,471,500,Grocery,5,2.5,12.5,Debit Card,San Francisco
808,2025-06-21,3:36:42,387,528,Electronics,4,300,1200,Credit Card,Los Angeles
809,2025-06-04,0:01:59,289,596,Furniture,2,150,300,Cash,Miami
810,2025-08-26,19:00:21,203,592,Clothing,2,80,160,UPI,Houston
811,2025-06-25,11:47:42,383,508,Grocery,1,1.5,1.5,Debit Card,San Francisco
812,2025-05-03,18:50:17,266,600,Grocery,5,1.5,7.5,UPI,Los Angeles
813,2025-04-20,9:56:20,289,598,Clothing,4,80,320,Cash,New York
814,2025-03-13,8:48:15,456,544,Grocery,2,4,8,UPI,Houston
815,2025-02-19,1:47:58,257,510,Electronics,3,450,1350,Debit Card,San Francisco
816,2025-04-08,7:36:15,350,596,Electronics,3,120,360,UPI,Miami
817,2025-08-15,23:36:27,252,588,Furniture,1,75,75,Cash,San Francisco
818,2025-06-22,3:14:19,153,523,Grocery,5,4,20,Credit Card,Houston
819,2025-08-02,8:52:13,320,568,Furniture,3,500,1500,Credit Card,Chicago
820,2025-02-04,5:04:56,470,579,Furniture,2,75,150,Debit Card,Los Angeles
821,2025-08-03,13:31:33,354,530,Electronics,1,300,300,Cash,New York
822,2025-02-14,0:29:12,139,575,Clothing,3,80,240,Credit Card,Dallas
823,2025-01-22,12:32:08,428,573,Grocery,1,2.5,2.5,UPI,Houston
824,2025-06-05,18:59:34,354,572,Grocery,3,2.5,7.5,Debit Card,Houston
825,2025-03-07,16:24:53,272,585,Clothing,4,60,240,UPI,Los Angeles
826,2025-01-21,2:46:21,453,508,Electronics,2,120,240,Cash,Miami
827,2025-03-23,9:23:43,485,519,Electronics,4,300,1200,UPI,Miami
828,2025-02-13,2:12:58,332,584,Grocery,2,4,8,Cash,Los Angeles
829,2025-09-04,23:50:17,183,565,Grocery,4,1.5,6,Credit Card,Miami
830,2025-07-17,8:55:16,113,566,Clothing,1,35,35,Cash,New York
831,2025-02-05,15:57:25,289,538,Clothing,2,55,110,Credit Card,Dallas
832,2025-06-17,9:07:07,443,531,Grocery,5,1.5,7.5,Credit Card,New York
833,2025-04-15,0:01:48,470,516,Clothing,2,80,160,Debit Card,New York
834,2025-02-02,15:54:14,343,560,Clothing,3,80,240,Credit Card,Miami
835,2025-02-12,15:40:54,125,567,Clothing,3,55,165,UPI,Chicago
836,2025-05-02,21:29:10,499,557,Clothing,2,35,70,Credit Card,Chicago
837,2025-03-27,9:19:45,257,568,Electronics,2,120,240,Credit Card,Chicago
838,2025-06-08,14:32:41,363,527,Clothing,4,55,220,UPI,Boston
839,2025-01-28,22:05:14,403,509,Clothing,5,60,300,Debit Card,Miami
840,2025-02-24,9:56:21,444,571,Clothing,1,55,55,Debit Card,Boston
841,2025-07-15,4:31:54,232,504,Furniture,5,75,375,UPI,Houston
842,2025-08-14,17:35:51,142,586,Clothing,5,35,175,UPI,New York
843,2025-02-21,2:24:51,151,547,Electronics,3,120,360,UPI,San Francisco
844,2025-07-19,9:16:22,270,580,Clothing,2,80,160,Debit Card,Houston
845,2025-06-13,1:55:56,312,563,Furniture,2,220,440,UPI,Miami
846,2025-03-06,1:06:19,232,512,Electronics,3,799.99,2399.97,UPI,Los Angeles
847,2025-07-16,21:24:45,145,520,Electronics,1,799.99,799.99,UPI,New York
848,2025-08-10,21:07:23,207,518,Electronics,4,300,1200,UPI,Dallas
849,2025-02-17,4:55:40,298,508,Clothing,4,55,220,Debit Card,Dallas
850,2025-03-06,7:11:50,294,527,Grocery,3,3.2,9.6,UPI,Chicago
851,2025-02-02,20:10:14,278,540,Clothing,5,60,300,Debit Card,Miami
852,2025-03-28,3:29:06,117,526,Electronics,4,120,480,UPI,Los Angeles
853,2025-03-03,18:33:33,424,527,Grocery,4,4,16,Credit Card,Miami
854,2025-01-06,17:04:30,322,515,Electronics,2,300,600,Credit Card,San Francisco
855,2025-05-06,3:47:40,446,530,Grocery,5,4,20,Cash,Boston
856,2025-08-09,15:39:10,113,522,Furniture,1,75,75,UPI,Dallas
857,2025-03-12,6:05:52,218,505,Clothing,2,60,120,Credit Card,New York
858,2025-03-24,22:20:49,177,595,Clothing,1,60,60,Credit Card,Miami
859,2025-01-26,5:49:46,475,559,Clothing,3,35,105,UPI,Los Angeles
860,2025-01-10,6:12:55,357,564,Furniture,3,220,660,Credit Card,Boston
861,2025-04-26,15:55:54,187,546,Furniture,5,150,750,Cash,Dallas
862,2025-06-17,23:47:41,100,556,Furniture,4,75,300,Credit Card,Boston
863,2025-03-07,16:04:44,385,515,Electronics,1,450,450,Debit Card,San Francisco
864,2025-05-16,11:49:35,210,521,Furniture,4,500,2000,Cash,San Francisco
865,2025-01-11,0:01:47,150,538,Electronics,5,450,2250,UPI,Boston
866,2025-08-23,3:41:59,220,566,Electronics,1,300,300,UPI,Chicago
867,2025-04-19,2:20:04,389,554,Electronics,2,450,900,Cash,Boston
868,2025-02-09,10:13:02,294,564,Clothing,2,80,160,Credit Card,New York
869,2025-06-09,15:50:17,365,572,Clothing,1,60,60,Credit Card,Dallas
870,2025-02-20,6:36:02,330,567,Clothing,1,55,55,Debit Card,Los Angeles
871,2025-01-27,14:52:07,203,584,Electronics,5,120,600,UPI,Miami
872,2025-02-03,22:48:52,155,561,Clothing,1,55,55,Debit Card,New York
873,2025-08-05,7:41:51,225,538,Furniture,5,75,375,Cash,New York
874,2025-03-17,1:24:59,470,598,Grocery,1,4,4,UPI,Boston
875,2025-09-08,13:27:31,206,579,Electronics,2,120,240,Credit Card,Los Angeles
876,2025-02-25,17:14:43,382,506,Clothing,2,35,70,Debit Card,Dallas
877,2025-03-16,21:31:12,466,561,Electronics,4,799.99,3199.96,Cash,Los Angeles
878,2025-08-07,1:21:50,398,533,Clothing,1,35,35,Debit Card,Boston
879,2025-05-05,12:12:51,116,592,Grocery,3,3.2,9.6,Credit Card,Los Angeles
880,2025-05-05,20:38:46,421,504,Electronics,5,799.99,3999.95,UPI,New York
881,2025-03-08,19:59:15,338,577,Electronics,2,300,600,Credit Card,Boston
882,2025-07-05,20:46:39,453,537,Clothing,3,35,105,Debit Card,Los Angeles
883,2025-08-03,23:37:40,153,549,Clothing,1,80,80,UPI,Los Angeles
884,2025-08-05,5:55:04,319,573,Electronics,3,120,360,UPI,Miami
885,2025-08-14,11:30:07,433,578,Clothing,1,80,80,Debit Card,Los Angeles
886,2025-03-17,18:17:47,152,510,Furniture,2,220,440,Cash,Los Angeles
887,2025-07-05,20:55:53,237,532,Electronics,1,450,450,UPI,Chicago
888,2025-03-03,20:09:13,313,581,Electronics,2,799.99,1599.98,UPI,San Francisco
889,2025-04-12,4:35:56,277,507,Grocery,3,2.5,7.5,Credit Card,Chicago
890,2025-02-02,7:05:29,173,504,Clothing,2,55,110,Debit Card,Boston
891,2025-05-21,13:01:57,153,545,Furniture,4,150,600,UPI,Boston
892,2025-06-05,23:34:37,305,557,Clothing,3,35,105,Credit Card,San Francisco
893,2025-08-18,22:02:38,332,574,Furniture,5,500,2500,Credit Card,San Francisco
894,2025-04-21,15:09:21,236,548,Furniture,4,150,600,UPI,Miami
895,2025-05-08,4:08:27,426,522,Clothing,4,55,220,Credit Card,San Francisco
896,2025-08-21,17:57:08,215,516,Furniture,2,220,440,Cash,Houston
897,2025-03-24,5:16:43,115,505,Electronics,5,120,600,Credit Card,Miami
898,2025-02-10,19:07:16,358,575,Electronics,4,450,1800,UPI,Dallas
899,2025-04-16,20:57:50,433,521,Clothing,2,35,70,Credit Card,New York
900,2025-03-15,20:31:38,417,530,Clothing,5,55,275,UPI,Los Angeles
901,2025-03-23,3:24:44,446,519,Electronics,4,120,480,Debit Card,Los Angeles
902,2025-02-21,12:53:38,251,577,Furniture,3,150,450,Credit Card,Boston
903,2025-06-14,18:37:09,492,547,Grocery,2,2.5,5,Credit Card,Houston
904,2025-06-07,0:13:00,270,581,Clothing,4,80,320,Credit Card,Chicago
905,2025-02-06,13:00:18,429,595,Clothing,5,60,300,Cash,Dallas
906,2025-02-24,6:18:01,265,536,Electronics,4,450,1800,Cash,San Francisco
907,2025-01-20,17:14:09,429,546,Furniture,2,500,1000,Cash,Boston
908,2025-07-12,5:01:41,404,546,Grocery,3,3.2,9.6,UPI,Chicago
909,2025-02-04,3:45:47,217,502,Grocery,1,4,4,Credit Card,Miami
910,2025-05-14,18:36:07,249,510,Clothing,3,60,180,Cash,New York
911,2025-04-14,9:58:44,120,512,Furniture,5,150,750,UPI,Los Angeles
912,2025-07-23,3:07:37,132,502,Electronics,1,120,120,Cash,Chicago
913,2025-01-05,11:19:07,161,542,Electronics,4,120,480,Debit Card,San Francisco
914,2025-06-08,1:57:54,302,565,Clothing,1,80,80,Debit Card,Los Angeles
915,2025-09-04,12:02:25,312,582,Electronics,5,799.99,3999.95,Debit Card,Los Angeles
916,2025-03-20,20:57:38,248,550,Electronics,3,799.99,2399.97,Debit Card,Chicago
917,2025-08-08,21:53:38,220,597,Electronics,4,450,1800,Debit Card,Chicago
918,2025-03-07,9:11:59,246,527,Clothing,2,35,70,Credit Card,New York
919,2025-06-23,22:48:08,112,529,Grocery,3,3.2,9.6,Debit Card,Chicago
920,2025-06-05,22:32:04,173,592,Clothing,3,35,105,Cash,Chicago
921,2025-05-10,18:18:46,360,533,Electronics,5,450,2250,Debit Card,Boston
922,2025-03-03,16:00:48,340,539,Electronics,5,450,2250,Debit Card,Boston
923,2025-06-10,2:52:41,141,559,Grocery,2,2.5,5,UPI,Dallas
924,2025-05-09,4:41:57,327,530,Clothing,2,35,70,Debit Card,New York
925,2025-06-29,1:28:04,384,581,Clothing,3,35,105,Credit Card,San Francisco
926,2025-06-26,14:20:29,371,524,Furniture,3,150,450,UPI,San Francisco
927,2025-01-17,14:30:17,470,541,Clothing,3,80,240,Cash,Boston
928,2025-04-25,23:16:16,187,595,Electronics,3,120,360,Credit Card,Boston
929,2025-02-01,16:19:32,188,566,Electronics,1,450,450,UPI,New York
930,2025-01-19,8:52:30,439,567,Furniture,3,500,1500,UPI,New York
931,2025-04-22,5:12:38,277,562,Electronics,2,799.99,1599.98,Debit Card,Los Angeles
932,2025-06-16,14:48:29,133,521,Grocery,1,1.5,1.5,Credit Card,San Francisco
933,2025-06-02,18:37:56,289,551,Clothing,3,80,240,Credit Card,Boston
934,2025-02-14,18:26:19,381,504,Furniture,4,220,880,Credit Card,San Francisco
935,2025-05-29,23:17:58,357,525,Clothing,3,60,180,UPI,New York
936,2025-03-24,5:31:23,341,579,Clothing,3,35,105,Debit Card,Chicago
937,2025-02-22,5:30:13,491,584,Grocery,2,4,8,Cash,New York
938,2025-06-07,15:32:56,159,571,Furniture,2,220,440,Cash,Dallas
939,2025-04-14,8:15:06,349,590,Clothing,4,35,140,Debit Card,Dallas
940,2025-07-19,0:46:53,456,563,Furniture,2,150,300,UPI,Houston
941,2025-04-01,9:00:28,498,597,Clothing,2,55,110,Credit Card,Los Angeles
942,2025-05-13,15:16:07,417,501,Clothing,5,55,275,Debit Card,Los Angeles
943,2025-01-17,11:29:27,351,553,Grocery,4,1.5,6,Credit Card,Boston
944,2025-03-18,5:05:50,421,530,Electronics,4,120,480,Credit Card,Los Angeles
945,2025-06-09,23:31:02,170,555,Electronics,2,300,600,UPI,Miami
946,2025-05-20,2:42:06,101,530,Electronics,3,450,1350,Credit Card,Chicago
947,2025-02-06,16:16:25,388,544,Furniture,3,500,1500,UPI,Chicago
948,2025-06-01,22:32:59,352,595,Electronics,3,300,900,Debit Card,Chicago
949,2025-05-25,15:23:16,303,536,Clothing,1,55,55,UPI,Miami
950,2025-04-10,17:46:57,253,567,Furniture,5,500,2500,Cash,Dallas
951,2025-07-23,8:29:56,180,588,Electronics,5,799.99,3999.95,UPI,Dallas
952,2025-04-24,3:08:31,350,534,Clothing,5,60,300,Debit Card,Los Angeles
953,2025-06-13,4:00:59,210,589,Clothing,4,55,220,Cash,Miami
954,2025-01-09,23:54:18,429,506,Grocery,2,2.5,5,Credit Card,New York
955,2025-06-12,1:14:49,163,574,Clothing,1,35,35,Debit Card,Houston
956,2025-02-19,14:38:35,382,579,Electronics,2,799.99,1599.98,Credit Card,San Francisco
957,2025-08-19,19:59:13,439,506,Grocery,2,2.5,5,Debit Card,Houston
958,2025-01-13,15:24:46,491,565,Furniture,2,75,150,Cash,Los Angeles
959,2025-02-02,8:33:45,275,514,Clothing,5,80,400,UPI,Chicago
960,2025-01-22,1:18:14,441,507,Clothing,2,55,110,Cash,San Francisco
961,2025-07-29,11:30:13,488,510,Electronics,1,120,120,UPI,Boston
962,2025-08-16,0:33:26,264,520,Clothing,4,60,240,Debit Card,New York
963,2025-03-12,6:44:22,383,590,Furniture,4,150,600,Credit Card,New York
964,2025-08-15,5:03:16,123,549,Grocery,5,2.5,12.5,Cash,Boston
965,2025-06-18,22:18:15,230,524,Furniture,5,150,750,Cash,New York
966,2025-01-09,19:04:48,364,585,Clothing,2,80,160,UPI,Miami
967,2025-05-31,18:59:50,283,578,Electronics,3,799.99,2399.97,Debit Card,Chicago
968,2025-02-21,9:13:10,467,578,Furniture,4,150,600,Cash,Houston
969,2025-03-31,0:03:51,484,572,Clothing,5,55,275,Debit Card,Boston
970,2025-06-21,16:08:28,336,555,Clothing,5,60,300,Debit Card,San Francisco
971,2025-07-11,2:33:06,310,579,Clothing,3,80,240,UPI,Boston
972,2025-01-29,8:19:34,358,549,Furniture,2,500,1000,UPI,Boston
973,2025-07-08,10:27:43,137,554,Electronics,3,799.99,2399.97,Credit Card,Miami
974,2025-02-26,17:28:33,412,575,Grocery,4,4,16,Debit Card,New York
975,2025-02-04,23:54:25,310,517,Grocery,1,3.2,3.2,Credit Card,Miami
976,2025-05-15,10:00:55,377,590,Electronics,4,799.99,3199.96,Debit Card,Houston
977,2025-07-14,17:05:16,199,527,Clothing,5,80,400,Debit Card,New York
978,2025-09-08,17:17:15,141,541,Furniture,4,150,600,Cash,New York
979,2025-01-06,5:23:50,292,547,Furniture,3,75,225,Credit Card,Los Angeles
980,2025-01-31,21:45:35,490,529,Grocery,4,3.2,12.8,UPI,New York
981,2025-07-14,4:31:35,472,540,Grocery,2,3.2,6.4,Debit Card,Chicago
982,2025-02-27,9:36:35,110,594,Electronics,3,450,1350,UPI,Los Angeles
983,2025-02-05,12:20:48,414,582,Furniture,5,150,750,Cash,Chicago
984,2025-05-03,8:20:55,244,505,Electronics,3,799.99,2399.97,Credit Card,Chicago
985,2025-06-12,0:30:45,411,552,Furniture,4,500,2000,Debit Card,Los Angeles
986,2025-07-05,16:40:25,258,520,Clothing,3,60,180,Credit Card,Houston
987,2025-08-01,10:49:15,228,527,Clothing,5,80,400,Cash,Los Angeles
988,2025-08-11,4:35:25,179,558,Furniture,5,150,750,UPI,New York
989,2025-08-18,19:05:54,120,511,Electronics,5,450,2250,Credit Card,Dallas
990,2025-01-30,16:45:26,399,542,Clothing,5,80,400,UPI,Boston
991,2025-04-25,9:29:06,110,535,Clothing,4,80,320,Debit Card,Houston
992,2025-01-12,21:31:38,348,522,Clothing,1,60,60,UPI,Los Angeles
993,2025-01-24,4:54:42,484,554,Electronics,1,120,120,Cash,Boston
994,2025-04-06,12:28:52,157,600,Furniture,2,220,440,Credit Card,Houston
995,2025-09-07,17:24:37,102,501,Electronics,4,799.99,3199.96,Credit Card,Chicago
996,2025-08-17,15:19:45,211,511,Furniture,4,75,300,Credit Card,Miami
997,2025-06-26,12:07:42,389,577,Grocery,2,3.2,6.4,Credit Card,Dallas
998,2025-04-07,16:27:22,241,596,Grocery,4,3.2,12.8,UPI,Boston
999,2025-01-27,11:41:50,370,580,Electronics,4,120,480,Cash,Chicago
1000,2025-01-06,22:29:56,298,505,Furniture,3,500,1500,Cash,Boston
1001,2025-08-16,22:29:47,414,525,Electronics,1,450,450,UPI,Boston
1002,2025-04-26,20:56:42,113,530,Clothing,4,60,240,Credit Card,Chicago
1003,2025-05-17,12:17:50,353,531,Electronics,4,120,480,UPI,Houston
1004,2025-06-04,22:24:27,152,567,Clothing,5,60,300,Credit Card,San Francisco
1005,2025-08-22,19:28:41,233,590,Furniture,5,75,375,UPI,Chicago
1006,2025-01-19,11:34:03,462,579,Grocery,1,3.2,3.2,UPI,Miami
1007,2025-08-16,5:37:54,456,526,Grocery,4,2.5,10,Debit Card,Los Angeles
1008,2025-07-22,16:29:59,237,570,Clothing,5,80,400,Cash,Los Angeles
1009,2025-07-13,4:37:59,277,569,Furniture,5,220,1100,Credit Card,Los Angeles
1010,2025-05-18,7:23:18,202,596,Furniture,2,75,150,Cash,Chicago
1011,2025-03-25,21:41:02,287,523,Clothing,4,60,240,Debit Card,San Francisco
1012,2025-09-01,22:54:17,214,503,Electronics,2,120,240,Cash,Los Angeles
1013,2025-06-09,10:35:28,188,536,Grocery,2,2.5,5,Credit Card,Dallas
1014,2025-05-28,16:10:55,364,578,Furniture,1,75,75,UPI,Boston
1015,2025-06-21,14:01:20,216,562,Electronics,3,300,900,Credit Card,Chicago
1016,2025-03-17,19:01:56,250,563,Furniture,2,220,440,Debit Card,Miami
1017,2025-06-28,17:51:05,481,544,Grocery,5,3.2,16,UPI,New York
1018,2025-05-16,7:31:17,165,552,Clothing,2,55,110,Debit Card,Boston
1019,2025-04-21,5:05:21,132,596,Grocery,5,4,20,Debit Card,San Francisco
1020,2025-08-25,6:41:34,222,532,Clothing,5,60,300,Debit Card,Houston
1021,2025-05-10,21:57:22,149,549,Grocery,3,4,12,Credit Card,Houston
1022,2025-02-23,6:29:30,215,515,Grocery,4,1.5,6,Debit Card,Chicago
1023,2025-02-20,12:49:24,146,529,Grocery,5,1.5,7.5,UPI,Houston
